,id,transcription
26,WW6blT3lIZ0.mp4,I don't want to get my family or shipmate thick what are some of the warning signs of the coronavirus in adults emergency warning signs for covid-19 include difficulty breathing or shortness of breath persistent pain or pressure in the chest new confusion or inability to arouse and bluish lips or face.
27,WW6blT3lIZ0.mp4,"If you have additional questions contact MNC see contact center at eight three three, three, three zero 6622 or email them a task MNC see at Navy dot mil and it willYou with your detailer detailers are working 24/7 to help address this quickly changing situations."
28,WW6blT3lIZ0.mp4,The NCC is the entry point for getting you the information you need.
29,WW6blT3lIZ0.mp4,Again.
30,WW6blT3lIZ0.mp4,This is a rapidly changing situation.
31,WW6blT3lIZ0.mp4,So keep following my need HR on Facebook Instagram Twitter and YouTube for the latest news.
32,WW6blT3lIZ0.mp4,Thanks for watching.
33,BTx1vELv7zU.mp4,Everyone reacts differently to stressful situations like the covid-19 pandemic.
34,BTx1vELv7zU.mp4,This can be a time of strong emotions in both adults and children.
35,BTx1vELv7zU.mp4,You may feel anxious anger sadness or overwhelmed find ways to reduce your stress to help yourself and the people you care about learn the common signs of stress such as changes in sleep or eating patterns difficulty concentrating worsening orhealth problems and increased use of Alcohol Tobacco or other drugs Take breaks from new stories including social media.
36,BTx1vELv7zU.mp4,Take care of your body take deep breaths stretch or meditate.
37,BTx1vELv7zU.mp4,Try to eat healthy well-balanced meals exercise regularly get plenty of sleep and avoid alcohol and drugs make time to unwind try to do activities.
38,BTx1vELv7zU.mp4,You enjoy connect with others by phone text or email.
39,BTx1vELv7zU.mp4,"Share your concerns and feelings with people you trust if you or someone, you know have pre-existing mental health conditions continue with treatment and be aware of new or worsening symptoms contact a health care provider with any concerns or if stress gets in the way of daily activities for several days in a row, if you or someone you care about are feeling overwhelmed with emotions like sadness depression."
40,BTx1vELv7zU.mp4,Oppression or anxiety get support by calling 1-800 nine eight five five nine nine zero or text talk with us to 66746 learn more at cdc.gov / covid-19 and coronavirus dot-gov.
41,BTx1vELv7zU.mp4,Let's take care of ourselves our family and our community.
42,WkxbRfvOn6k.mp4,"Thanks, Tony."
43,WkxbRfvOn6k.mp4,And we're joined Now by dr. Tom inglesby for advice on how voters can stay healthy and safe as they cast their ballots.
44,WkxbRfvOn6k.mp4,Dr. Inglesby is the director of the Center for Health security at the Johns Hopkins Bloomberg School of Public Health.
45,WkxbRfvOn6k.mp4,Good morning doctor.
46,WkxbRfvOn6k.mp4,Thanks for being with us.
47,WkxbRfvOn6k.mp4,How concerned Anthony How concerned are you about coronavirus transmission at polling stations and should people feel safe voting in person.
48,WkxbRfvOn6k.mp4,"I think if people follow simple simple instructions take normal kind of sensible actions that the risk can be as little as going to the pharmacy or going to the grocery store, but they have to think about it ahead of time plan ahead of time and then act in ways that public health suggests when they're at the at the voting voting place."
49,WkxbRfvOn6k.mp4,What about those polling stations wear masks are not required.
50,WkxbRfvOn6k.mp4,"Yeah, well in every place in the country people should be using masks when they vote."
51,WkxbRfvOn6k.mp4,I think I mean it's going backwards to what they should be doing before they even get their people should think about when they can vote where there's where the fewest number of people will be there and in 20 States today.
52,WkxbRfvOn6k.mp4,The polls are still open for early voting.
53,WkxbRfvOn6k.mp4,So I think I'd recommend going today as opposed to Morrow.
54,WkxbRfvOn6k.mp4,"There's less density of the of the crowds if you go tomorrow then try to vote at a time when most people aren't there, we know that people Go to the polls and before work or during lunch or after after work is over."
55,WkxbRfvOn6k.mp4,So if you can go mid-morning mid-afternoon there less people there.
56,WkxbRfvOn6k.mp4,"Yeah, before you go you should you bring your pain bring if you need to plan ahead bring a chair."
57,WkxbRfvOn6k.mp4,"If you need it, bring 60% hand sanitizer or hand sanitizer with more percent alcohol to be safe and look at the sample ballot before you go know who you're going to vote for know what the ballot questions are so that when you're inside, Where the risks are higher than outside you can get in and get out quickly."
58,WkxbRfvOn6k.mp4,So that's what I do before you go.
59,WkxbRfvOn6k.mp4,"But when you're at the pole, then you know follow the things that we're supposed to be following all along wear a mask whether or not your state requires it it's important for everyone and protects your neighbor and you and the second thing you should do is keep your distance when you're in line, make sure that you stay six feet away or more from others and it doesn't matter if people are wearing masks you still need to stay away from them by at least Six feet, you know, and then before you go into the polls or out of the polls, make sure you use hand in hand sanitizer."
60,WkxbRfvOn6k.mp4,"Yeah, I should say and my polling station early voting last week."
61,WkxbRfvOn6k.mp4,Everybody was being extremely careful and everyone is being very respectful of each other.
62,WkxbRfvOn6k.mp4,It was very encouraging so hopefully that's being replicated around the country as you've heard.
63,WkxbRfvOn6k.mp4,Dr. Fouch.
64,WkxbRfvOn6k.mp4,He has said in recent days that that he fears were in for a whole lot of hurt in the coming weeks and that we could not be positioned more poorly.
65,WkxbRfvOn6k.mp4,What do you fear is ahead of us at this point?
66,WkxbRfvOn6k.mp4,"Yeah, unfortunately with the way that the numbers are rising on a daily and weekly basis, I think we're headed for very high numbers of cases more hospitalizations and higher numbers of people dying from this disease."
67,WkxbRfvOn6k.mp4,I think it's not a foregone conclusion.
68,WkxbRfvOn6k.mp4,I think we do still have our fate in our hands but Governors and other leaders are going to have to change direction in places where cases are surging and people are going to have to change the way that they're acting and change their decision.
69,WkxbRfvOn6k.mp4,"In places where people where the cases are surging we're at a hundred thousand square 200,000 cases a day."
70,WkxbRfvOn6k.mp4,You think it can go a lot higher than that?
71,WkxbRfvOn6k.mp4,There is no set Peak for this virus.
72,WkxbRfvOn6k.mp4,This virus is looking for people to infect.
73,WkxbRfvOn6k.mp4,That's what it does.
74,WkxbRfvOn6k.mp4,It hasn't changed since the very beginning and we know that most of the country still is susceptible to this virus is still vulnerable to this virus.
75,WkxbRfvOn6k.mp4,So the thing that's going to change it isn't the virus but it's what we decide to do.
76,WkxbRfvOn6k.mp4,"It's whether we decide to wear masks whether we decide to distance ourselves to not Gather in large numbers, we have to do those things ourselves to change the course."
77,WkxbRfvOn6k.mp4,Dr. Tom ingoldsby.
78,WkxbRfvOn6k.mp4,Thank you so much for being with us.
79,BZHdZCmvcc4.mp4,"Hello, I'm Jane gun, Deputy dean of the faculty of medicine dentistry and Health Sciences and chief Public Health advisor for the University as we have all seen recently."
80,BZHdZCmvcc4.mp4,The government of Victoria has called for educational institutions to remain off campus for the moment to protect the health and well-being of our people as such the majority of our staff and students are focused on online based work and learning it isDocumented that these Public Health restrictions and isolation takes a toll on our mental well-being.
81,BZHdZCmvcc4.mp4,"Your mental health is just as important as your physical health in this time of uncertainty stay in contact with the university community and make time to connect with friends and family, even if it is only virtually and remember that the university offers a range of support services for students and staff."
82,BZHdZCmvcc4.mp4,So we encourage you to to access these if needed while there is no hiding from the fact that these are challenging and extraordinary times.
83,BZHdZCmvcc4.mp4,This is an opportunity to try new ways of working or studying and discover approaches that suit us all in the meantime.
84,BZHdZCmvcc4.mp4,Take care look after yourself and reach out for support if you need it.
85,BZHdZCmvcc4.mp4,We hope to see you back on campus soon.
86,MycbSc8KxFU.mp4,Hi and welcome to another edition of your health with dr. Christy.
87,MycbSc8KxFU.mp4,My name is dr. Kristy Reisinger.
88,MycbSc8KxFU.mp4,And today I'm flying on a plane and I'd like to give you guys some advice on how to make it as safe as possible.
89,MycbSc8KxFU.mp4,When I first sat down in my seat.
90,MycbSc8KxFU.mp4,The very first thing that I did was disinfect just in fact every single surface that you think you're going to touch during the flight from the tray table to the window to the vent above.
91,MycbSc8KxFU.mp4,In fact everything.
92,MycbSc8KxFU.mp4,The next thing that I would recommend is either wearing the glasses that you wear normally or purchasing a cheap pair of glasses like this or wearing a face shield to protect your eyes during the flight.
93,MycbSc8KxFU.mp4,"I plan on wearing these during the entire flight, but they fog up when I talk so I'm not going to wear the right now while filming but this is what they look like and I cleaned the continue to wear them throughout the flight."
94,MycbSc8KxFU.mp4,Like I mentioned one thing that I noticed I'm flying on Southwest That they're very great about keeping the middle seat open and they also boarded more slowly in groups of 10.
95,MycbSc8KxFU.mp4,So allow more time to board.
96,MycbSc8KxFU.mp4,It took us about 45 minutes to board instead of the usual 30 minutes and I next want to talk about air quality on the plane.
97,MycbSc8KxFU.mp4,It would seem as though since in a closed space for a long period of time.
98,MycbSc8KxFU.mp4,It would be really risky.
99,MycbSc8KxFU.mp4,The airlines have always implemented some things to make the air quality safer the way they are.
100,MycbSc8KxFU.mp4,Air is circulated on the plane is in compartments.
101,MycbSc8KxFU.mp4,It doesn't flow from the front to the back of the plane.
102,MycbSc8KxFU.mp4,It actually flows from the floor to the ceiling and also the vents put out HEPA filter are really it's not about the plane itself.
103,MycbSc8KxFU.mp4,It's about the people on the plane and the people that you need to worry about most are the ones that are two rows ahead of you and two rows behind you because no matter how much they are circulated is someone coughs or sneezes.
104,MycbSc8KxFU.mp4,It can't get circulated quickly enough.
105,MycbSc8KxFU.mp4,For the have a filter to remove those particles.
106,MycbSc8KxFU.mp4,Everyone on the plane is required to wear a mask at this point what I think which I think is really helpful.
107,MycbSc8KxFU.mp4,So be sure that you come with a mass.
108,MycbSc8KxFU.mp4,They won't let you get on the plane without one and the last thing that I'd like to mention on the last plane that we wrote on.
109,MycbSc8KxFU.mp4,"The only time I felt a little bit uncomfortable is when we exited the plane, so I would try to sit at the front of the plane and exit first aired we know that the air quality tends to disintegrate the longer than a play."
110,MycbSc8KxFU.mp4,"It is parked at the gate, which is another reason to try to get off the plane as quickly as possible."
111,MycbSc8KxFU.mp4,Thanks again for joining me.
112,czlICtpYvAU.mp4,What used to be routine?
113,czlICtpYvAU.mp4,What was it four or five months ago going to work or school?
114,czlICtpYvAU.mp4,Seeing friends even grocery shopping has changed so much during this pandemic and add to that for almost everybody some level of financial stress.
115,czlICtpYvAU.mp4,Well today the health Minister Patti.
116,czlICtpYvAU.mp4,Hi do Express huge concern for the mental health of Canadians.
117,czlICtpYvAU.mp4,So while physical distancing and masks can help stop the spread of the virus or at least slow it down.
118,czlICtpYvAU.mp4,What can we do to take care of our mental help?
119,czlICtpYvAU.mp4,Well with some guidance tonight is dr. Shimmy Kang a psychiatrist and author.Based here in Vancouver and dr. Thomas Unger psychiatrist in Chief at st. Michael's Hospital in Toronto.
120,czlICtpYvAU.mp4,We got a lot of questions.
121,czlICtpYvAU.mp4,We were actually overwhelmed by the number and depth of them and Doctor Kang.
122,czlICtpYvAU.mp4,Let me put the first one to you.
123,czlICtpYvAU.mp4,Our daughters are nervous about going back to school.
124,czlICtpYvAU.mp4,They asked me why is it?
125,czlICtpYvAU.mp4,"Okay they go into a school building in September, but Dad doesn't have to go back to his office downtown."
126,czlICtpYvAU.mp4,I don't know how to reassure them doctor Kang.
127,czlICtpYvAU.mp4,What would you suggest?
128,czlICtpYvAU.mp4,Well these that's a very good curious question smart kids.
129,czlICtpYvAU.mp4,"I would say that first of all, we want to be truthful optimistic and make sure we reassured students and children that the adults are planning and in control because children experience anxiety more let them know that there are protocols between public health and school officials, but remind them that they may not be perfect that they have a voice to express any concern or caution and to work collaboratively with their teachers administrators and most of all their parents and caregivers."
130,czlICtpYvAU.mp4,"That you will be them be there to help guide them and with the tone of optimism, this is a stressful time for everyone."
131,czlICtpYvAU.mp4,Especially young people.
132,czlICtpYvAU.mp4,"Dr. King you deal with children all the time here in Vancouver and as an author as well, and I guess one of the challenges and I saw this last night on the national with some parents who right or wrong don't have confidence in the back to school plans."
133,czlICtpYvAU.mp4,So how do they deal with their children when they themselves are anxious?
134,czlICtpYvAU.mp4,Right?
135,czlICtpYvAU.mp4,And I think so being truthful is totally fine children can sense You are concerned and so you don't want to lie.
136,czlICtpYvAU.mp4,So if you do have concerns Express exactly what they are don't give them a laundry list of things that they can't do anything about and then quickly turn to practical solution.
137,czlICtpYvAU.mp4,"So, you know, I'm not quite sure social distancing has been figured out."
138,czlICtpYvAU.mp4,This is what I would like you to do.
139,czlICtpYvAU.mp4,I'm going to give you this Noodle and you can measure your space or let's practice The Mask or hand-washing so be very specific and practical at this point with young people and try not to overwhelm them with your own individual.
140,czlICtpYvAU.mp4,"Earns, dr. Unger next question to you, I think twice about leaving home and going out in public and I'm on edge whenever I'm out in public places."
141,czlICtpYvAU.mp4,I've certainly heard people say things like that.
142,czlICtpYvAU.mp4,You probably have to what's your advice?
143,czlICtpYvAU.mp4,"Yeah, so this is a weird time if you're not worried, there's something wrong with you."
144,czlICtpYvAU.mp4,So you got to validate it's normal to be anxious and worried.
145,czlICtpYvAU.mp4,It's based on reality.
146,czlICtpYvAU.mp4,There's nothing unusual about that.
147,czlICtpYvAU.mp4,But that doesn't make it an illness or anything.
148,czlICtpYvAU.mp4,It just means we have to acknowledge that accept that and then to hide out and have the anxiety overwhelming and paralyze you if we're now allowed out and we're being increasingly allowed to go out and start doing things.
149,czlICtpYvAU.mp4,It means it's time to begin dipping your toe in the shallow end and gradually moving on and getting used to a manageable amount of anxiety.
150,czlICtpYvAU.mp4,And it'll get a little better.
151,czlICtpYvAU.mp4,"You know, it's really scary at the beginning but you go with your comfort level you start exposing yourself because we have to learn to live with the anxiety and to live with the reality in a safe as possible ways."
152,czlICtpYvAU.mp4,We can so I would just acknowledge it validated but then encourage them to begin starting to gradually get out there to the degree that they can comfortably do it because it'll get a little bit better and better as they gradually expose themselves over time and dr. Unger.
153,czlICtpYvAU.mp4,Let me put the next question to you as well.
154,czlICtpYvAU.mp4,The pandemic has been absolutely horrible.
155,czlICtpYvAU.mp4,I was raised to be Hard worker having my job taken away from me is caused endless amounts of anxiety.
156,czlICtpYvAU.mp4,I want my job back.
157,czlICtpYvAU.mp4,"Yeah, so that I really feel for people like that."
158,czlICtpYvAU.mp4,I mean this really sucks.
159,czlICtpYvAU.mp4,It's got significant potential economic impacts and work impacts for a lot of people and that's just a real harsh reality.
160,czlICtpYvAU.mp4,So I understand how upset they'll be down and said if you're really negative and really feeling down and nothing gets you out of it.
161,czlICtpYvAU.mp4,Then I think you need to go get checked out contact your health provider family doctor mental health hotline because there's a slight chance that that regular down that you're supposed to feel because of The difficulty can actually slide into a mental health or medical condition we call depression.
162,czlICtpYvAU.mp4,"So if you're to despaired, please get checked out and Doctor Kang we have about 30 seconds left."
163,czlICtpYvAU.mp4,"What kind of on that theme for those people who just are feeling maybe it's not even overwhelming anxiety, but just just nervous about getting into any kind of routine at all your word to them."
164,czlICtpYvAU.mp4,I would agree with dr. Unger.
165,czlICtpYvAU.mp4,I think that there is this concept of pandemic fatigue like a precursor to mental health symptoms are characterized by sleep disturbance irritability anxiety of feeling of loneliness.
166,czlICtpYvAU.mp4,Be careful Be watchful for those and basic self-care routine regular sleep routine regular movement exercise and social connection.
167,czlICtpYvAU.mp4,It's not socializing but social bonding be very aware.
168,czlICtpYvAU.mp4,We need to flatten the mental health curve in really help Canadians get through this difficult time.
169,czlICtpYvAU.mp4,And I don't say this.
170,czlICtpYvAU.mp4,Glibly it actually is comforting hearing from both of you and we know the lots of questions we didn't get too.
171,czlICtpYvAU.mp4,So hopefully we can do this again.
172,czlICtpYvAU.mp4,Thank you very much.
173,czlICtpYvAU.mp4,Thank you.
174,czlICtpYvAU.mp4,My pleasure.
175,pBVAnaHxHbM.mp4,We have to put in place an infrastructure not just here at home.
176,pBVAnaHxHbM.mp4,But globally that allows us to see it quickly isolated quickly respond to it so that if and when a new strain of flu like the Spanish Flu crops up Five years from now or a decade from now we've made the investment and we're further along to be able to catch it.
177,pBVAnaHxHbM.mp4,The funding we're asking for is needed to keep strengthening our capacity here at home so we can respond to any future Ebola cases.
178,pBVAnaHxHbM.mp4,It's needed to help us partner with other countries.
179,pBVAnaHxHbM.mp4,Prevent and deal with future outbreaks and threats before they become epidemics.
180,pBVAnaHxHbM.mp4,We were lucky with H1N1.
181,pBVAnaHxHbM.mp4,That it did not prove to be more deadly.
182,pBVAnaHxHbM.mp4,"We can't say we're lucky with ebola because obviously it's having a devastating effect in effect in West Africa, but it is not Airborne in its transmission."
183,pBVAnaHxHbM.mp4,There are met and likely will come a time in which we have both an airborne disease.
184,pBVAnaHxHbM.mp4,That is deadly.
185,pBVAnaHxHbM.mp4,"And in order for us to deal with that effectively, we have to put in place an infrastructure not just here at home."
186,pBVAnaHxHbM.mp4,But globally that allows us to see it quickly isolated quickly respond to a quick so that if and when a new strain of flu like the Spanish Flu crops up Five years from now or a decade from now.
187,pBVAnaHxHbM.mp4,We've made the investment.
188,pBVAnaHxHbM.mp4,And we're further along to be able to catch it.
189,pBVAnaHxHbM.mp4,It is a smart investment for us to make.
190,pBVAnaHxHbM.mp4,It's not just Insurance.
191,pBVAnaHxHbM.mp4,It is knowing that down the road.
192,pBVAnaHxHbM.mp4,We're going to continue to have problems like this particularly in a globalized world.
193,pBVAnaHxHbM.mp4,Where You move from one side of the world to the other.
194,pBVAnaHxHbM.mp4,"In a day, so this is important now but it's also important for our future and our children's future and our grandchildren's future."
195,pBVAnaHxHbM.mp4,I cannot think of a better example of an area where We should all agree then passing this emergency funding to fight Ebola.
196,pBVAnaHxHbM.mp4,And to set up some of the public health infrastructure that we need to deal with potential outbreaks in the future.
197,pBVAnaHxHbM.mp4,You know a lot of people think that goes away in April with the heat as the heat comes in.
198,pBVAnaHxHbM.mp4,Typically that will go away at April this moment.
199,pBVAnaHxHbM.mp4,We think we have it very much in hand.
200,pBVAnaHxHbM.mp4,Dr. Fouch eat said earlier this week that the lag in testing was in fact a failing.
201,pBVAnaHxHbM.mp4,Do you take responsibility for that?
202,pBVAnaHxHbM.mp4,"No, I don't take responsibility at all said that you don't take responsibility."
203,pBVAnaHxHbM.mp4,But you did disband the White House pandemic office and the officials that were working in that office left this Administration abruptly.
204,pBVAnaHxHbM.mp4,So what responsibility do you take to that and the officials that worked in that office said that you that the White House lost valuable time because that office wasn't disbanded.
205,pBVAnaHxHbM.mp4,What do you make of that?
206,pBVAnaHxHbM.mp4,"Well, I just think it's a See question because what we've done is and Tony had said numerous times that we saved thousands of lives because of the quick closing and when you say me I didn't do it."
207,pBVAnaHxHbM.mp4,"We have a group of people I could I could ask perhaps by Administration, but I could perhaps ask Tony about that because I don't know anything about Some of the people we cut they haven't been used for many many years and if they if we have a need and we can get them very quickly and rather than spending the money and I'm a business person."
208,pBVAnaHxHbM.mp4,I don't like having thousands of people around when you don't need it.
209,iv4mrCE6Tgg.mp4,Since December 2019 clinicians around the world have reported their findings on the symptoms of the novel coronavirus initially.
210,iv4mrCE6Tgg.mp4,We thought that fever and dry cough occurred in the majority of patients diagnosed with covid-19 and runny nose.
211,iv4mrCE6Tgg.mp4,And sore throat.
212,iv4mrCE6Tgg.mp4,Where are these findings came from One initial study published in the Lancet in January 2020 that was conducted in 99 patients who are diagnosed andAdmitted to hospitals in Wuhan as the number of covid-19 cases continued to spread throughout the world clinicians were learning more and more about the novel virus.
213,iv4mrCE6Tgg.mp4,"in another study published in February 2020, the China medical treatment expert group for covid-19 reported their findings from 1099 hospitalized patients and outpatients with covid-19 similar to the previous study fever and cough where the two most commonly reported symptoms in mild and severe cases cough occurred in 68 percent of patients on admission only 44% of people in the study presented with Seaver however, once hospitalized 89 percent of patients developed a fever other common symptoms reported were fatigued and mucus production headache muscle and joint pains sore throat and chills occurred in 10 to 20% of patients."
214,iv4mrCE6Tgg.mp4,Other less commonly reported symptoms of covid-19 were nausea or vomiting affecting only five percent of patients and diarrhea occurring in around four percent of patients.
215,iv4mrCE6Tgg.mp4,"Shortness of breath occur at more often in severe cases up until now we only talked about hospitalized patients, but most patients with covid-19 are not admitted to the hospital what are their symptoms in a more recent study published in April 20-21 researchers analyzed data from over 22,000 people living in Iceland to investigate the spread of covid-19."
216,iv4mrCE6Tgg.mp4,They also looked at symptoms in ambulatory patients.
217,iv4mrCE6Tgg.mp4,The participants were recruited from the community and not the hospital among the twenty two thousand participants 9000 199 were deemed at high risk for SARS Cove to infection.
218,iv4mrCE6Tgg.mp4,These included patients who were either symptomatic were returning to Iceland from a high-risk country or had been in contact with someone who was infected with SARS cuff to within this high-risk group of nine thousand one hundred ninety-nine 1221 tested positive for SAR scoff to Affection in the people who tested positive fever occurred in 43 percent of patients and cuff occurred in 28 percent of patients body aches also occurred in about 20% of patients headache was another common symptom reported by covid-19 patients in the community occurring in 21 percent of patients other reported symptoms were fatigued runny nose sore throat and loss of smell or taste comparing the data from hospitalized.
219,iv4mrCE6Tgg.mp4,"Patience and out patients with covid-19 fever occurred at approximately the same rate in both groups of patients, but still less than half of patients presented with fever cough and fatigue seem to be more common in hospitalized patients."
220,iv4mrCE6Tgg.mp4,"Whereas body aches and headaches occurred more frequently in outpatients in a subsequent analyses of the 22,000 patients included in the study 43 percent of participants who tested positive for covid-19."
221,iv4mrCE6Tgg.mp4,Asymptomatic at the time they were tested highlighting the potential spread of Tsar scoff to among asymptomatic people.
222,iv4mrCE6Tgg.mp4,Although they didn't track the participants at a later stage the authors argue that it's likely that some of these patients eventually develop symptoms.
223,iv4mrCE6Tgg.mp4,Reported estimates of asymptomatic cases of covid-19 range from 3 percent to 43 percent.
224,iv4mrCE6Tgg.mp4,This wide range shows that the significance of asymptomatic disease requires deeper investigation.
225,iv4mrCE6Tgg.mp4,That's it for now.
226,iv4mrCE6Tgg.mp4,"If you want to improve your understanding of covid-19, make sure to register for a free Matt Mastery trial account and check out our CME accredited courses."
227,iv4mrCE6Tgg.mp4,So stay safe and see you next time.
228,xsLE6omC_5k.mp4,"Well, you've heard the warning stay at home except for essential travel that's important for all of us to remember especially those with underlying health conditions or heart disease that beautiful - who's Candace red is live at the cone Health heart and vascular center in Greensboro sharing some tips on how to protect heart patients during this time Candace."
229,xsLE6omC_5k.mp4,Good morning.
230,xsLE6omC_5k.mp4,Well at this point Health officials say everyone should be taking the coronavirus pandemic.
231,xsLE6omC_5k.mp4,"Seriously, especially those most at risk for severe illnesses and this morning we're specifically talking about people of all ages with underlying medical conditions such as heart disease, but statistics show that nearly half of all adults in the US have some type of cardiovascular disease."
232,xsLE6omC_5k.mp4,"In fact, the CDC says heart disease causes about one in four deaths now staying focused on New coronavirus Health experts say covid-19 could affect heart patients and several ways for one research shows the virus could cause damage to the heart muscle and other severe Health complications."
233,xsLE6omC_5k.mp4,Now during the coronavirus pandemic doctors are still encouraging people with heart disease to continue to take medications to avoid risk to other health problems doctors also say people of all ages with underlying health conditions should be focused on preventing covid-19.
234,xsLE6omC_5k.mp4,Take a look.
235,xsLE6omC_5k.mp4,Listen if you have chronic.
236,xsLE6omC_5k.mp4,Diseases like hypertension you are at increased risk and even the young or not without some risk and particularly the young with chronic diseases.
237,xsLE6omC_5k.mp4,So socially isolating and protecting yourself becomes even more important for patients with heart disease and for older patients.
238,xsLE6omC_5k.mp4,Now more than ever doctors are encouraging people with heart disease to implement a healthy lifestyle that includes eating healthier foods getting daily exercise practicing social distancing and staying home to limit the risk of covid-19 exposure.
239,xsLE6omC_5k.mp4,"And once again, don't forget about the basic steps that we all can follow such as washing your hands with soap and water for at least 20 seconds and cleaning and disinfecting frequently touched surfaces."
240,xsLE6omC_5k.mp4,"But for more information on this story, all you have to do is Visit our website is WFMU news to.com there."
241,xsLE6omC_5k.mp4,You can find everything you need to know.
242,Ls6_jWiVnfI.mp4,How are doctors treating covid-19?
243,Ls6_jWiVnfI.mp4,Because Stars Covey to is a new virus.
244,Ls6_jWiVnfI.mp4,We're still learning how it works and trying to figure out the best ways to treat it at the moment.
245,Ls6_jWiVnfI.mp4,The best treatment for patients with covid-19 is to provide them with supportive care such as cough medicine to ease their cough acetaminophen to reduce their fever and sometimes antibiotics in severe cases patients may receive oxygen support or be put on a ventilator which can do the breathing for them currently a worldwide collaboration.
246,Ls6_jWiVnfI.mp4,One of scientists and doctors is working to find treatment options by exploring existing drugs called the solidarity trial.
247,Ls6_jWiVnfI.mp4,They're working on clinical trials to test for therapies recommended by the World Health Organization.
248,Ls6_jWiVnfI.mp4,These therapies include rammed a severe a drug that was originally developed to treat Ebola chloroquine or hydroxychloroquine a treatment for malaria and arthritis the HIV combination drug ritonavir Le Pen of ear and an anti-inflammatory compound called interferon beta in combination with Birla pain of ear the goal of these studies is to find out if any of these treatments slow the progression of the disease and improve survival.
249,Ls6_jWiVnfI.mp4,These drugs are all promising because they've already been shown to be safe for humans under specific circumstances though.
250,Ls6_jWiVnfI.mp4,"It will take more work to be sure they're safe for use with covid-19 other potential therapies include treating patients with plasma from people who have already recovered from covid-19, which might help boost the levels of helpful antibodies that can fight the virus."
251,Ls6_jWiVnfI.mp4,This work is happening.
252,Ls6_jWiVnfI.mp4,"Around the world and right in our own backyard here in the UC System including UC San Diego health a new clinical trial on rammed a severe is set to go through 2023 but not every patient has access to clinical trials or plasma therapy, which is why finding a vaccine for SARS Covey to will be the key to finally eliminating the virus from our community."
253,yjpxQHrZLpw.mp4,Hi impure Luigi Saco.
254,yjpxQHrZLpw.mp4,I'm a professor of cultural economics at rul and University of Milan and a faculty associate at Brooklyn Burke my client Center at the Harvard University.
255,yjpxQHrZLpw.mp4,I'm being really intrigued to participate in this Workshop because I think that that was probably the first time that you could really have a sense of what is the debate today around these emerging you filled exciting you feel that is info Dynamics.
256,yjpxQHrZLpw.mp4,"And what was really interesting was the interdisciplinary makes us.Discussion not only from the point of view of disciplines, but also from the point of view of geography."
257,yjpxQHrZLpw.mp4,I think that is incredible diversity gave us the possibility to experiment real time.
258,yjpxQHrZLpw.mp4,What were the emerging issues?
259,yjpxQHrZLpw.mp4,What were probably also the solution strategies and I'm sure that is experience will influence substantially my way of thinking over this issue over the next few years.
